track_id,song_id,artist_id,artist_name,song_title,genre,top1_genre_dot,top2_genre_dot,top3_genre_dot,top1_genre_cov,top2_genre_cov,top3_genre_cov,top1_genre_corr,top2_genre_corr,top3_genre_corr,top1_genre_cosine,top2_genre_cosine,top3_genre_cosine
TREXZYC12903CA281A,SOLDPJZ12AB0186231,ARKZ13R1187FB54FEE,Josh Turner,As Fast As I Could,country,hip hop,r&b/soul,hip hop,rock,r&b/soul,folk,rock,country,r&b/soul,rock,r&b/soul,country
TRDXSGX128F425F173,SOTSNDR12A8AE47599,ARF8HTQ1187B9AE693,Daft Punk,One More Time / Aerodynamic,electronic,jazz,r&b/soul,pop,jazz,pop,electronic,reggae,electronic,electronic,reggae,electronic,electronic
TREAQSX128E07818CA,SOAWSML12A6310F1B7,ARF8HTQ1187B9AE693,Daft Punk,One More Time (Romanthony's Unplugged),electronic,r&b/soul,hip hop,hip hop,r&b/soul,hip hop,pop,electronic,blues,pop,electronic,blues,pop
TRBVPVV128F425F14F,SOOHYOB12CF5F87A28,ARF8HTQ1187B9AE693,Daft Punk,Touch It / Technologic,electronic,hip hop,r&b/soul,hip hop,latin,hip hop,hip hop,latin,reggae,rock,latin,reggae,electronic
TRBROFT128F92F8769,SOYPPAZ12A8C143CD6,ARORMBJ1241B9CDB1A,Ke$ha,Boots &  Boys,electronic,jazz,r&b/soul,r&b/soul,r&b/soul,r&b/soul,jazz,folk,r&b/soul,classical,folk,r&b/soul,classical
TRIIWCU128F92F876A,SOQVJWF12A58A801EF,ARORMBJ1241B9CDB1A,Ke$ha,Animal,electronic,hip hop,r&b/soul,hip hop,jazz,rock,pop,punk,jazz,folk,punk,jazz,rock
TRVDAHO128F92F231E,SOXUSKK12A8C144F94,AR0IVTL1187B9AD520,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,r&b/soul,hip hop,hip hop,r&b/soul,r&b/soul,hip hop,folk,electronic,rock,folk,rock,electronic
TRUGOGT128F92F29E9,SONPGGS12AB0183AD2,AR0WLH6119B8669027,Owl City,Captains and Cruise Ships,electronic,hip hop,hip hop,hip hop,hip hop,hip hop,metal,jazz,metal,country,jazz,metal,hip hop
TRNEITZ128F92F29EA,SOIFHDS12AB0183AD5,AR0WLH6119B8669027,Owl City,Designer Skyline,electronic,hip hop,folk,r&b/soul,hip hop,folk,hip hop,folk,jazz,reggae,folk,jazz,country
TRMIHFS128F92F2A01,SOLCHRP12AC468D757,AR0WLH6119B8669027,Owl City,Early Birdie,electronic,r&b/soul,hip hop,hip hop,r&b/soul,hip hop,metal,pop,jazz,rock,r&b/soul,hip hop,hip hop
TRDEVZQ128F931BAED,SOQLHST12AB0184A27,AR0WLH6119B8669027,Owl City,Meteor Shower,electronic,r&b/soul,hip hop,hip hop,hip hop,r&b/soul,r&b/soul,pop,rock,folk,pop,rock,folk
TRCXWLU128F92F2A0D,SOWHUXB12AB01816EE,AR0WLH6119B8669027,Owl City,This Is The Future,electronic,r&b/soul,hip hop,hip hop,hip hop,r&b/soul,rock,reggae,electronic,reggae,reggae,metal,electronic
TRVJTNA128F934D19D,SOKTUGM12AB0184005,ARRBF3M1187FB4D59F,30 Seconds To Mars,Kings and Queens (Innerpartysystem Remix Main),electronic,jazz,r&b/soul,hip hop,jazz,reggae,r&b/soul,blues,blues,reggae,blues,blues,reggae
TRRBLPE128F9311B20,SOMSZSA12AB0182E3A,ARVKJGO12086C15075,LMFAO,Bounce,electronic,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop
TRWQYOY128F425BD4C,SOODXDV12A8AE4807F,AR5K3CW1187FB45B46,Crystal Castles,Vanished,electronic,folk,hip hop,hip hop,folk,hip hop,metal,punk,punk,punk,punk,classical,punk
TRLLRQA128F427C709,SOSKKKY12A8C13ED21,AR5K3CW1187FB45B46,Crystal Castles,Xxzxcuzx,electronic,r&b/soul,hip hop,hip hop,hip hop,hip hop,r&b/soul,reggae,rock,classical,reggae,classical,rock
TRDFWPG128F148D4DF,SOIWRAH12A6D4F66C0,ARBEOHF1187B9B044D,Madonna,Die Another Day [Live],electronic,r&b/soul,hip hop,hip hop,hip hop,hip hop,hip hop,electronic,folk,blues,electronic,blues,hip hop
TRVWMWN128E0788952,SOMANNK12A6701F0A1,ARN5NHX1187FB4F755,The Smashing Pumpkins,Perfect (Nellee Hooper Instrumental),electronic,r&b/soul,electronic,pop,pop,punk,rock,reggae,pop,rock,reggae,pop,rock
TRDHPGJ128F4289C44,SOESBMW12A8AE48210,AR8V1X71187B9B919B,Kylie Minogue,Love At First Sight (The Scumfrog's Beauty And The Beast Vocal Edit),electronic,r&b/soul,r&b/soul,hip hop,r&b/soul,jazz,country,folk,country,jazz,folk,country,jazz
TRFSQXF128F9311B25,SOCHMTD1288D3E7D9D,ARVKJGO12086C15075,LMFAO,I Am Not A Whore,electronic,hip hop,r&b/soul,hip hop,hip hop,hip hop,r&b/soul,country,r&b/soul,electronic,country,r&b/soul,electronic
TRXACXM12903CEC365,SOEFTYS129F06C1DEB,ARPD2KK1187B9B8B98,Cascada,Fever,electronic,r&b/soul,hip hop,hip hop,pop,pop,r&b/soul,r&b/soul,r&b/soul,rock,r&b/soul,r&b/soul,rock
TRWWVGC12903CB5C50,SOBSJQH12AB01876C3,AR6LZB61187B9AF431,Depeche Mode,Freestate,electronic,hip hop,pop,r&b/soul,jazz,reggae,r&b/soul,jazz,folk,r&b/soul,jazz,folk,r&b/soul
TRYIJWH128F146948C,SOXZUAV12A6310F21A,AR6LZB61187B9AF431,Depeche Mode,Personal Jesus,electronic,metal,jazz,hip hop,metal,jazz,jazz,metal,rock,jazz,metal,rock,jazz
TRDIAZY12903CB6532,SOWUJPS12AB018ACA8,ARAXU5Z1187B98FECD,Gorillaz,Broken,electronic,metal,hip hop,metal,metal,rock,r&b/soul,rock,r&b/soul,metal,rock,r&b/soul,r&b/soul
TRTUJAL128F423E18D,SOGNWLL12AF72AAA61,ARAXU5Z1187B98FECD,Gorillaz,Kids With Guns (Quiet Village Remix),electronic,rock,r&b/soul,r&b/soul,rock,r&b/soul,hip hop,rock,metal,r&b/soul,rock,metal,r&b/soul
TRBTXNE12903CB6528,SOCMRWF12AB018AC92,ARAXU5Z1187B98FECD,Gorillaz,Rhinestone Eyes,electronic,r&b/soul,hip hop,hip hop,jazz,hip hop,hip hop,jazz,punk,rock,jazz,punk,hip hop
TRKQRSQ128F92D5134,SOTTAJB12A8C142C18,AR4L4WQ1187FB51996,The Prodigy,Invaders Must Die,electronic,reggae,r&b/soul,r&b/soul,reggae,r&b/soul,r&b/soul,punk,r&b/soul,reggae,punk,r&b/soul,reggae
TRBFVAA128F423C356,SOCWAFA12A8AE48A78,AR4L4WQ1187FB51996,The Prodigy,Wake Up Call (Album Version),electronic,electronic,metal,r&b/soul,electronic,metal,electronic,electronic,country,electronic,country,electronic,electronic
TRFSCLD12903CD213F,SOENGNL12AB018E1BD,AR4L4WQ1187FB51996,The Prodigy,We Gonna Rock,electronic,hip hop,reggae,electronic,electronic,reggae,hip hop,electronic,electronic,reggae,electronic,electronic,reggae
TRZTQEP128E0792526,SOYMEOT12A6701DE9A,ARK9TRQ1187B99C095,Nine Inch Nails,The Great Collapse,electronic,reggae,blues,blues,reggae,blues,blues,blues,blues,blues,blues,blues,blues
TRLTFVP128E0782B34,SOITPXC12A6310E0DA,AR9L6R11187B9AA3F2,Duran Duran,Electric Barbarella (Radio Edit),electronic,r&b/soul,hip hop,pop,pop,jazz,country,pop,blues,country,pop,blues,country
TRFVWXW128F931A0E9,SOPERLI129F0824AA5,ARAOQ5T1187FB435AB,Björk,Pluto,electronic,hip hop,hip hop,r&b/soul,reggae,hip hop,metal,jazz,punk,jazz,jazz,punk,jazz
TRKQQMW128F92D54DF,SOMXUUY12A8C141D38,ARD063K11C8A422ED7,Empire Of The Sun,Delta Bay,electronic,hip hop,r&b/soul,hip hop,hip hop,country,reggae,country,blues,reggae,country,blues,reggae
TRFYMPB128F93100C0,SOXKRRQ12AB017C0F2,ARD063K11C8A422ED7,Empire Of The Sun,We Are The People (Shazam Remix),electronic,r&b/soul,hip hop,hip hop,punk,hip hop,hip hop,folk,punk,metal,folk,punk,metal
TRBCSDW128F424D686,SOQWSGM12A6D4FC3C6,ARIRCA31187FB58E84,The Maine,You Left Me,electronic,blues,r&b/soul,blues,r&b/soul,blues,blues,r&b/soul,electronic,folk,r&b/soul,electronic,folk
TRRXQJA128F1472A56,SOYPJMP12AF72A901D,ARWA8AH1187FB3FC84,Hot Chip,The Warning,electronic,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,rock,hip hop,hip hop,rock
TRMDYBW128F14A17E8,SOODBDC12A8C13E4E9,ARTH03J1187FB3E00C,Enter Shikari,Keep It On Ice,electronic,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,rock,hip hop,jazz,hip hop,rock,punk
TRCNUNL128F93437CF,SOYQNWH12AB0180C07,ARTH03J1187FB3E00C,Enter Shikari,The Jester,electronic,r&b/soul,hip hop,blues,hip hop,hip hop,rock,rock,electronic,r&b/soul,hip hop,rock,folk
TRIPJIJ128F1453AE0,SORSPQO12A6D4F782F,AREACYD1187FB566DE,Enya,Lazy Days,electronic,hip hop,hip hop,reggae,electronic,reggae,jazz,electronic,blues,electronic,electronic,blues,rock
TRPLRVY128F1473EBE,SOTCEXG12A6D4F60FE,AREACYD1187FB566DE,Enya,Someone Said Goodbye,electronic,reggae,pop,r&b/soul,reggae,pop,blues,reggae,rock,folk,reggae,rock,folk
TRWPUDX128F148F907,SODFLBN12A6D4F923A,AREACYD1187FB566DE,Enya,The Magic Of The Night,electronic,reggae,hip hop,country,country,blues,hip hop,metal,blues,blues,metal,blues,blues
TRZQTSM128F9328120,SOZDITZ12A58A7B41A,AR91C8S1187B990901,Bruce Springsteen,Gave It A Name,folk,hip hop,hip hop,r&b/soul,hip hop,country,pop,country,folk,punk,country,folk,punk
TRNZCWJ128F427099F,SODXHZV12A8C1340B6,ARH861H1187B9B799E,Johnny Cash,The Vanishing Race,folk,hip hop,country,hip hop,country,hip hop,folk,blues,country,blues,blues,country,country
TRJQRAP128F9314B3F,SOMSWGY12AB017F755,ARZENOX1187B98A645,John Mayer,All We Ever Do Is Say Goodbye,folk,r&b/soul,r&b/soul,reggae,r&b/soul,reggae,punk,jazz,r&b/soul,punk,jazz,r&b/soul,punk
TRETJUU128F426402A,SOYHOTV12A8C132B9B,ARZENOX1187B98A645,John Mayer,Clarity,folk,r&b/soul,r&b/soul,hip hop,r&b/soul,r&b/soul,folk,folk,blues,r&b/soul,folk,blues,r&b/soul
TRNOUUF128F4280B8D,SOHREDT12A8C13862F,ARZENOX1187B98A645,John Mayer,Why Georgia,folk,hip hop,r&b/soul,electronic,electronic,hip hop,hip hop,folk,country,pop,pop,hip hop,folk
TREKVTY128E0784BA3,SOBHKVI12A6701F1C8,ARC8CQZ1187B98DECA,Jack Johnson,Mudfootball (For Moe Lerner),folk,r&b/soul,hip hop,hip hop,r&b/soul,punk,punk,blues,jazz,punk,r&b/soul,country,electronic
TRYNAAP128F427EF64,SOCJTTL12A8C14009F,AR7OA5G1187B98D3A0,Sufjan Stevens,Sister Winter,folk,r&b/soul,r&b/soul,r&b/soul,r&b/soul,r&b/soul,reggae,jazz,jazz,r&b/soul,jazz,r&b/soul,jazz
TRFMWVJ128E0791E70,SODZLMJ127D977E810,ARE0WH81187B9A7BA3,Rufus Wainwright,In A Graveyard,folk,hip hop,blues,metal,hip hop,blues,folk,punk,blues,hip hop,punk,blues,hip hop
TRLTTDC128E079380E,SOCTYHG12A679D7E2B,ARE0WH81187B9A7BA3,Rufus Wainwright,Baby,folk,hip hop,r&b/soul,hip hop,r&b/soul,r&b/soul,folk,folk,blues,jazz,folk,blues,r&b/soul
TRUCWXA128F92E4944,SOYGQGR12AF72ABAB8,ARQEBGJ122E6447D2B,Edward Sharpe & The Magnetic Zeros,Janglin,folk,r&b/soul,country,hip hop,country,reggae,hip hop,punk,country,metal,country,punk,reggae
TRGQBAX128F426EFCA,SOERZLJ12A8C132D53,AR5FP401187FB523C9,Bob Dylan,Ballad In Plain D,folk,hip hop,r&b/soul,hip hop,pop,hip hop,blues,metal,country,folk,country,hip hop,metal
TRGSDTP128F92F76D1,SOHMZEX12A8C132F5F,AR5FP401187FB523C9,Bob Dylan,One Of Us Must Know (Sooner Or Later),folk,r&b/soul,hip hop,hip hop,r&b/soul,r&b/soul,pop,reggae,rock,electronic,reggae,r&b/soul,country
TRMRMTN128F92D426F,SOIZDJI12A8C1435C7,ARSF0K11187B9AF319,James Taylor,It's Growing,folk,r&b/soul,hip hop,country,r&b/soul,country,r&b/soul,pop,blues,r&b/soul,r&b/soul,jazz,blues
TRDFPTZ128F14B108C,SOJKUOG12A6D4FD11D,ARSF0K11187B9AF319,James Taylor,Oh_ Susannah (LP Version),folk,hip hop,hip hop,r&b/soul,country,r&b/soul,hip hop,country,r&b/soul,punk,country,r&b/soul,punk
TROZEMN128F4262CCA,SOHSTLE12A8C132425,ARSF0K11187B9AF319,James Taylor,Something In The Way She Moves,folk,r&b/soul,hip hop,hip hop,r&b/soul,hip hop,hip hop,blues,blues,rock,blues,blues,rock
TRGAZWQ12903CB0BA9,SOGJZZZ12AF72AA43B,ARYQES41187B9B960F,David Gray,Draw The Line,folk,r&b/soul,hip hop,hip hop,electronic,electronic,electronic,electronic,blues,rock,electronic,electronic,r&b/soul
TRSNACX128E078AA88,SOKYDGS12A6701E3CB,ARYQES41187B9B960F,David Gray,Sail Away,folk,blues,jazz,r&b/soul,blues,jazz,r&b/soul,blues,r&b/soul,r&b/soul,blues,r&b/soul,r&b/soul
TRXCQOC12903CB0BBA,SOEWUQY12AB0188156,ARYQES41187B9B960F,David Gray,Stella The Artist,folk,hip hop,r&b/soul,hip hop,hip hop,hip hop,metal,folk,blues,country,folk,blues,r&b/soul
TRPGPVH128F429B2F0,SOGACYC12A8C13C528,ARZWK2R1187B98F09F,Rise Against,Swing Life Away (Acoustic),folk,r&b/soul,hip hop,hip hop,hip hop,country,r&b/soul,country,folk,reggae,country,folk,metal
TRHLRGU128F42643FB,SORGTNE12D02193408,AR5FP401187FB523C9,Bob Dylan,Billy 4,folk,hip hop,metal,hip hop,hip hop,hip hop,hip hop,jazz,folk,country,hip hop,hip hop,jazz
TRFCCKL128F426EE8E,SORACYK12D02193097,AR5FP401187FB523C9,Bob Dylan,Stuck Inside Of Mobile With The Memphis Blues Again,folk,hip hop,r&b/soul,hip hop,hip hop,r&b/soul,r&b/soul,rock,blues,reggae,reggae,blues,hip hop
TRGOYOU128F93223F2,SOWILEH12CF5F8729B,AR5FP401187FB523C9,Bob Dylan,Pretty Peggy-O,folk,hip hop,r&b/soul,hip hop,country,country,blues,blues,reggae,rock,blues,reggae,rock
TROMGSH128F427A408,SOBADWZ12CF5F86CD7,AR5FP401187FB523C9,Bob Dylan,She Belongs To Me,folk,hip hop,hip hop,hip hop,punk,reggae,hip hop,punk,country,punk,country,punk,punk
TRFBWEC128F42B8346,SOFDFBL12CF5F89018,AR5FP401187FB523C9,Bob Dylan,When The Deal Goes Down,folk,r&b/soul,hip hop,hip hop,r&b/soul,hip hop,punk,r&b/soul,rock,pop,r&b/soul,punk,electronic
TRDVYVJ128F426F7C0,SOXYGEE12CF5F875CF,AR5FP401187FB523C9,Bob Dylan,With God On Our Side,folk,r&b/soul,metal,hip hop,metal,metal,blues,metal,punk,metal,metal,punk,electronic
TREKVGV128E0788976,SOSHHZB12A6701F0C5,ARN5NHX1187FB4F755,The Smashing Pumpkins,Terrapin,folk,hip hop,hip hop,r&b/soul,hip hop,jazz,folk,jazz,jazz,folk,jazz,jazz,folk
TRUUBKE128F426F5C0,SONBFSZ12AF729E7A3,ARSF0K11187B9AF319,James Taylor,On The 4th of July,folk,hip hop,r&b/soul,metal,hip hop,metal,electronic,punk,metal,punk,electronic,punk,punk
TRJZYIT128F426D5BE,SONYMBG12CF5826721,ARSF0K11187B9AF319,James Taylor,Company Man,folk,hip hop,pop,r&b/soul,pop,hip hop,country,rock,rock,country,rock,country,rock
TRYOIZM128F14567A0,SODRUMV12A6D4F7A58,ARTBSEF1187FB3CBDE,Jimmy Buffett,Ace,folk,hip hop,metal,r&b/soul,metal,country,hip hop,country,pop,metal,country,metal,pop
TRQYFLB128E078941E,SOBRYFG12AF72A1BAE,ARGHBVV1187FB4D57A,Ryan Adams,How Do You Keep Love Alive,folk,r&b/soul,hip hop,metal,metal,r&b/soul,reggae,folk,metal,blues,folk,metal,r&b/soul
TRZUSDI128F4259806,SOXBQDJ12A6D4F93CC,ARGHBVV1187FB4D57A,Ryan Adams,When The Stars Go Blue,folk,pop,jazz,hip hop,pop,jazz,jazz,jazz,jazz,punk,jazz,jazz,punk
TRWUFEW128F14782F3,SOBCLWO12A6D4F83AD,AR90WS41187FB3F064,Ray LaMontagne,Forever My Friend,folk,r&b/soul,r&b/soul,hip hop,r&b/soul,r&b/soul,jazz,jazz,pop,jazz,jazz,pop,jazz
TRPZXTD128F14856D4,SOFZRDV12A6D4FACB1,AR90WS41187FB3F064,Ray LaMontagne,How Come [Acoustic Mix],folk,r&b/soul,hip hop,r&b/soul,r&b/soul,electronic,hip hop,electronic,electronic,country,electronic,electronic,metal
TRIOKOC128F4267572,SOIOLFS12D021989DD,ARTQ8QP1187FB3D220,Leonard Cohen,Chelsea Hotel #2,folk,r&b/soul,hip hop,hip hop,hip hop,r&b/soul,jazz,electronic,jazz,folk,electronic,r&b/soul,folk
TREBQMO128F42828DB,SOOHIHR12AF72A7053,ARIDDOM1187B9A1360,We Are Scientists,Lethal Enforcer (Live From Union Chapel_ London),folk,r&b/soul,hip hop,hip hop,r&b/soul,pop,electronic,pop,jazz,electronic,pop,jazz,metal
TRIQKDQ128F146F504,SOVWOMM12A6D4F8484,ARCJKV91187FB46210,KT Tunstall,Change,folk,r&b/soul,hip hop,folk,r&b/soul,folk,rock,electronic,metal,punk,metal,electronic,rock
TRBFURI128F1455498,SOLMCFH12A58A7FACE,ARCJKV91187FB46210,KT Tunstall,Under The Weather,folk,hip hop,hip hop,r&b/soul,punk,r&b/soul,punk,country,punk,blues,country,reggae,jazz
TRVLECJ128E078235B,SOSJLXU12A6310F2B2,AR0L04E1187B9AE90C,The Verve,So Sister,folk,hip hop,blues,hip hop,blues,latin,pop,blues,folk,jazz,blues,r&b/soul,folk
TRMLKKJ128E0798A59,SONNMHJ12A67AE098E,AR8886N1187B9B330A,Liz Phair,Lost Tonight,folk,hip hop,hip hop,jazz,hip hop,jazz,blues,blues,punk,rock,blues,rock,punk
TRYBZQD12903CD1380,SONJLBP12AB018A66C,AR9UC071187B9B76FD,The Pogues,Sunnyside Of The Street,folk,hip hop,r&b/soul,hip hop,hip hop,reggae,jazz,jazz,pop,jazz,jazz,jazz,pop
TRHYZQR128F428F5C5,SOAWESO12A8C13AC4E,ARRH63Y1187FB47783,Kanye West,Can't Tell Me Nothing,hip hop,r&b/soul,hip hop,hip hop,r&b/soul,r&b/soul,hip hop,blues,hip hop,country,blues,r&b/soul,pop
TRPQDHV128E07845CB,SOWZAHB12AF72A4B46,ARRH63Y1187FB47783,Kanye West,Graduation Day,hip hop,r&b/soul,hip hop,classical,classical,hip hop,hip hop,hip hop,hip hop,classical,hip hop,hip hop,classical
TRHAGFQ128F428B8EA,SOLBUFV12A67020A39,ARRH63Y1187FB47783,Kanye West,Wake Up Mr. West,hip hop,hip hop,hip hop,r&b/soul,hip hop,hip hop,hip hop,country,hip hop,country,hip hop,country,hip hop
TRQXYGU128E079236A,SOIJTSI12A6701FD8B,ARTDQRC1187FB4EFD4,Black Eyed Peas,A8,hip hop,r&b/soul,pop,hip hop,pop,blues,hip hop,pop,classical,latin,pop,pop,blues
TRBUESY128F92F81F6,SOVVVXC12AB017F162,ARTDQRC1187FB4EFD4,Black Eyed Peas,Boom Boom Guetta,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,reggae,electronic,electronic,reggae,hip hop,electronic
TRPDBLM128E0792367,SOZRPOY12A8C1455F5,ARTDQRC1187FB4EFD4,Black Eyed Peas,Communication,hip hop,hip hop,hip hop,hip hop,hip hop,electronic,hip hop,jazz,hip hop,hip hop,hip hop,hip hop,hip hop
TRLINLH128F9346400,SOROKRP12AF729F9B4,ARTDQRC1187FB4EFD4,Black Eyed Peas,One Tribe,hip hop,r&b/soul,hip hop,hip hop,r&b/soul,hip hop,hip hop,jazz,reggae,hip hop,hip hop,jazz,reggae
TREPPUG128F9301FAB,SOBRREA12A6701C403,ARTDQRC1187FB4EFD4,Black Eyed Peas,Sexy,hip hop,r&b/soul,hip hop,hip hop,r&b/soul,hip hop,hip hop,r&b/soul,r&b/soul,rock,r&b/soul,r&b/soul,rock
TRBBVNR128E078E1E4,SOCMYLF12A67020A4D,ARTDQRC1187FB4EFD4,Black Eyed Peas,Tell Your Momma Come,hip hop,hip hop,hip hop,r&b/soul,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop
TRTJVGX128E078EB1C,SOUNVLC12A6701C406,ARTDQRC1187FB4EFD4,Black Eyed Peas,The Apl Song,hip hop,r&b/soul,hip hop,hip hop,hip hop,r&b/soul,hip hop,r&b/soul,hip hop,hip hop,hip hop,hip hop,hip hop
TRDJOCY128F4294CD5,SOTHRKJ12A6701C2D8,ARRH63Y1187FB47783,Kanye West,Diamonds From Sierra Leone,hip hop,hip hop,r&b/soul,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,jazz,hip hop,hip hop,hip hop
TREADOS128E078EC1F,SORAWSB12A6701FBC8,ARTH9041187FB43E1F,Eminem,If I Had,hip hop,hip hop,r&b/soul,hip hop,hip hop,hip hop,hip hop,blues,country,electronic,blues,hip hop,hip hop
TRHPAVK128E078EC9C,SOKJZZN12A6701C77A,ARTH9041187FB43E1F,Eminem,Ken Kaniff,hip hop,hip hop,hip hop,r&b/soul,hip hop,hip hop,hip hop,hip hop,rock,hip hop,hip hop,hip hop,hip hop
TRGLNKG128F9307689,SOFVLYU12AB017F502,ARTH9041187FB43E1F,Eminem,My Darling,hip hop,r&b/soul,hip hop,hip hop,hip hop,r&b/soul,hip hop,reggae,blues,pop,hip hop,r&b/soul,hip hop
TRCHZXW128E079288A,SOMEJDK12D0219BB71,ARTH9041187FB43E1F,Eminem,8 Mile,hip hop,hip hop,r&b/soul,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop
TRCDLUM128F9331CA9,SOOOJWM12A8C13AC0E,ARPDVPJ1187B9ADBE9,Usher,Love Was Here,hip hop,r&b/soul,pop,hip hop,pop,blues,r&b/soul,country,blues,r&b/soul,country,blues,r&b/soul
TRPMNRL128F9302AD7,SOEVGOY12AB0181053,ARCGJ6U1187FB4D01F,Akon,Be With You,hip hop,r&b/soul,hip hop,hip hop,r&b/soul,r&b/soul,metal,punk,pop,metal,punk,metal,r&b/soul
TRRIRMX128F92E6272,SOILRPD12A6701E38C,ARCGJ6U1187FB4D01F,Akon,Locked Up,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,blues,folk,blues,blues,folk,blues,blues
TRCEYQJ128E07862DE,SOAUEBB12A67020DC4,ARLGIX31187B9AE9A0,Jay-Z,So Ghetto,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,metal,hip hop,hip hop,hip hop
TRZGUNN128E07862F7,SOGFJJE12A58A80C35,ARLGIX31187B9AE9A0,Jay-Z,Heart Of The City (Ain't No Love),hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,r&b/soul,hip hop,hip hop,hip hop,r&b/soul,hip hop
TRTVTYS128E0792887,SORCZHK12A6701FFB0,ARTH9041187FB43E1F,Eminem,Rabbit Run,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,reggae,metal,hip hop,hip hop,hip hop
TRBEBJO128C719646B,SORXHBR12AF72A5DA5,ARCBD0U1187FB466EF,Nelly,Splurge,hip hop,hip hop,hip hop,r&b/soul,hip hop,hip hop,hip hop,hip hop,country,hip hop,hip hop,hip hop,hip hop
TRMWYIH128E078DCA6,SOMTUPP12A6701FC38,ARCBD0U1187FB466EF,Nelly,St. Louie,hip hop,hip hop,hip hop,r&b/soul,hip hop,hip hop,hip hop,punk,hip hop,hip hop,hip hop,hip hop,hip hop
TRHXTHR128F145E864,SOTUHWK12A6310D7E5,ARCBD0U1187FB466EF,Nelly,Wrap Sumden,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop
TRQRAKE128F9322866,SOJQLHA12AB017F7D4,ARLGIX31187B9AE9A0,Jay-Z,Soon You'll Understand,hip hop,r&b/soul,hip hop,hip hop,r&b/soul,hip hop,hip hop,r&b/soul,hip hop,hip hop,hip hop,r&b/soul,hip hop
TRCDAUA128E0784644,SOAZMZB12A6701D958,ARLGIX31187B9AE9A0,Jay-Z,Encore,hip hop,hip hop,r&b/soul,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop
TRBCPZS128F145ECC1,SOOKDOU12D0219A1C0,ARCBD0U1187FB466EF,Nelly,Say Now,hip hop,pop,r&b/soul,hip hop,pop,blues,pop,latin,pop,classical,pop,latin,reggae
TRWFVOW128E0793847,SOZDHYB12A679D7E52,ARZER7I1187FB385AF,Dr. Dre,Been There Done That,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,country,hip hop,hip hop,hip hop,hip hop,country
TRWZWOX128F935A084,SOTYTWT12A58A7BBEE,AR9LJ9D1187FB4303D,Sean Kingston,Magical,hip hop,r&b/soul,hip hop,hip hop,r&b/soul,r&b/soul,r&b/soul,r&b/soul,pop,r&b/soul,r&b/soul,r&b/soul,r&b/soul
TRXGBGU128F935A092,SOGKYFP12AB0185ED3,AR9LJ9D1187FB4303D,Sean Kingston,Over,hip hop,hip hop,r&b/soul,hip hop,r&b/soul,jazz,hip hop,latin,pop,r&b/soul,pop,r&b/soul,hip hop
TRFKPZK128F935A08D,SOJHMSM12AB0185233,AR9LJ9D1187FB4303D,Sean Kingston,Wrap U Around Me,hip hop,r&b/soul,r&b/soul,pop,r&b/soul,r&b/soul,r&b/soul,r&b/soul,blues,r&b/soul,r&b/soul,r&b/soul,blues
TRWVTDX128F931ECEF,SOUOEMP12A8C13866E,ARDDMYP1187B9B8AE4,M.I.A.,Paper Planes,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,punk,folk,classical,hip hop,punk,folk
TRWTZGX128F149535F,SOQFNGB12A6D4FA61E,AR9RYZP1187FB36C6A,Thousand Foot Krutch,Set It Off,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop
TRCACEF128F42434D7,SOEFLLL12AF72A15EA,AR7NPRY1187B9ADE15,Ludacris,Ho,hip hop,jazz,hip hop,hip hop,jazz,country,hip hop,jazz,country,punk,jazz,country,punk
TRCQNWN128F92EA07D,SOEARQO12AB017F7F0,ARVTAI41187B9B8B67,Wu-Tang Clan,The What,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop
TRYHHXT128F4276F89,SOKMCHV12D02194FF6,AR23C041187FB4D534,50 Cent,Rowdy Rowdy,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop,hip hop
